ORIG_CD;DEST_CD;MILES;O&D
CAN;SYD;4664;CAN-SYD
OAL;TOW;1043;OAL-TOW
BHM;JAX;365;BHM-JAX
OZC;MNL;477;OZC-MNL
STM;RVY;1977;STM-RVY
SXM;MEX;2355;SXM-MEX
HAU;FAE;463;HAU-FAE
SCU;SDQ;416;SCU-SDQ
GBE;HRE;571;GBE-HRE
MII;AFL;945;MII-AFL
OSL;INN;895;OSL-INN
GYN;PTO;698;GYN-PTO
KTW;BCN;1019;KTW-BCN
YXU;VRA;1378;YXU-VRA
MCT;MUC;3044;MCT-MUC
SEA;DCA;2322;SEA-DCA
YEG;YKA;340;YEG-YKA
JJN;KHN;326;JJN-KHN
MSN;LAX;1687;MSN-LAX
MCI;GRU;5324;MCI-GRU
QSR;VRN;0;QSR-VRN
MAO;JDO;1458;MAO-JDO
BLL;NCE;839;BLL-NCE
CGB;VAL;1157;CGB-VAL
HRK;WAW;681;HRK-WAW
ICN;SJW;645;ICN-SJW
SYD;CAN;4664;SYD-CAN
TOW;OAL;1043;TOW-OAL
JAX;BHM;365;JAX-BHM
RGN;TPE;1709;RGN-TPE
AES;SVG;259;AES-SVG
CUL;LIM;3255;CUL-LIM
MZT;PHX;792;MZT-PHX
SDQ;SCU;416;SDQ-SCU
HRE;GBE;571;HRE-GBE
ORY;PGF;414;ORY-PGF
ALC;STN;940;ALC-STN
PTO;GYN;698;PTO-GYN
BKK;CEB;1580;BKK-CEB
OUA;TUN;1842;OUA-TUN
MUC;MCT;3044;MUC-MCT
HKG;NGB;689;HKG-NGB
YKA;YEG;340;YKA-YEG
KHN;JJN;326;KHN-JJN
TBT;VIX;2280;TBT-VIX
RIX;TKU;251;RIX-TKU
VRN;QSR;387;VRN-QSR
YEV;YOC;173;YEV-YOC
NCE;BLL;839;NCE-BLL
VAL;CGB;1157;VAL-CGB
WAW;HRK;681;WAW-HRK
SJW;ICN;645;SJW-ICN
YHK;YYH;88;YHK-YYH
COQ;ULN;376;COQ-ULN
HAM;IBZ;1098;HAM-IBZ
TPE;RGN;1709;TPE-RGN
SVG;AES;259;SVG-AES
LIM;CUL;3255;LIM-CUL
PHX;MZT;792;PHX-MZT
PIT;UIO;2797;PIT-UIO
MEX;PTY;1499;MEX-PTY
PGF;ORY;414;PGF-ORY
STN;ALC;940;STN-ALC
GEO;SNU;1818;GEO-SNU
CEB;BKK;1580;CEB-BKK
TUN;OUA;1842;TUN-OUA
AUA;MEX;1988;AUA-MEX
NGB;HKG;689;NGB-HKG
LXR;UVL;133;LXR-UVL
FLL;REC;3830;FLL-REC
VIX;TBT;2280;VIX-TBT
TKU;RIX;251;TKU-RIX
ATM;DOU;1322;ATM-DOU
YOC;YEV;173;YOC-YEV
NBS;SHE;212;NBS-SHE
GVA;JFK;3859;GVA-JFK
CBS;CCS;305;CBS-CCS
JPR;PFB;1349;JPR-PFB
YYH;YHK;88;YYH-YHK
ULN;COQ;376;ULN-COQ
IBZ;HAM;1098;IBZ-HAM
SJD;MDE;2565;SJD-MDE
DMK;KUL;747;DMK-KUL
BGY;PRN;602;BGY-PRN
LAX;ZRH;5925;LAX-ZRH
CAU;CLV;1071;CAU-CLV
PTY;MEX;1499;PTY-MEX
BRU;FRA;189;BRU-FRA
MAH;NUE;745;MAH-NUE
SNU;GEO;1818;SNU-GEO
ABQ;TUS;321;ABQ-TUS
LAX;SIN;8763;LAX-SIN
MEX;AUA;1988;MEX-AUA
VBY;VST;147;VBY-VST
UVL;LXR;133;UVL-LXR
REC;FLL;3830;REC-FLL
FCO;MLA;431;FCO-MLA
BEL;LEC;912;BEL-LEC
DOU;ATM;1322;DOU-ATM
BRQ;PMI;954;BRQ-PMI
SHE;NBS;212;SHE-NBS
JFK;GVA;3859;JFK-GVA
CCS;CBS;305;CCS-CBS
PFB;JPR;1349;PFB-JPR
ISP;MCO;972;ISP-MCO
HRL;PTY;1682;HRL-PTY
MUC;SVX;2096;MUC-SVX
DTW;MSN;310;DTW-MSN
KUL;DMK;747;KUL-DMK
PRN;BGY;602;PRN-BGY
ZRH;LAX;5925;ZRH-LAX
CLV;CAU;1071;CLV-CAU
EBB;PAF;161;EBB-PAF
FRA;BRU;189;FRA-BRU
NUE;MAH;745;NUE-MAH
KTA;SYD;2285;KTA-SYD
TUS;ABQ;321;TUS-ABQ
SIN;LAX;8763;SIN-LAX
CCU;HYD;751;CCU-HYD
VST;VBY;147;VST-VBY
CTG;PBC;1640;CTG-PBC
DME;YYZ;4676;DME-YYZ
MLA;FCO;431;MLA-FCO
LEC;BEL;912;LEC-BEL
EWR;MEM;946;EWR-MEM
PMI;BRQ;954;PMI-BRQ
NRT;YUL;6450;NRT-YUL
NNY;SZX;716;NNY-SZX
GIG;JFK;4802;GIG-JFK
CWB;VLN;2759;CWB-VLN
MCO;ISP;972;MCO-ISP
PUJ;SJO;1214;PUJ-SJO
SVX;MUC;0;SVX-MUC
MSN;DTW;310;MSN-DTW
AMS;HRE;5101;AMS-HRE
GVR;TXF;179;GVR-TXF
CGN;TIA;887;CGN-TIA
MEX;MXL;1351;MEX-MXL
PAF;EBB;161;PAF-EBB
MRS;NCE;101;MRS-NCE
ROS;SAL;3694;ROS-SAL
SYD;KTA;2285;SYD-KTA
OZH;WAW;700;OZH-WAW
DFW;TXK;181;DFW-TXK
HYD;CCU;751;HYD-CCU
AUK;KOT;42;AUK-KOT
PBC;CTG;1640;PBC-CTG
YYZ;DME;4676;YYZ-DME
ATL;EYW;648;ATL-EYW
IPN;SJK;339;IPN-SJK
MEM;EWR;946;MEM-EWR
FEC;PHB;672;FEC-PHB
YUL;NRT;6450;YUL-NRT
SZX;NNY;716;SZX-NNY
JFK;GIG;4802;JFK-GIG
AGU;MTY;312;AGU-MTY
FRA;TGD;734;FRA-TGD
SJO;PUJ;1214;SJO-PUJ
CTA;VRN;589;CTA-VRN
CZL;AAE;76;CZL-AAE
HRE;AMS;5101;HRE-AMS
TXF;GVR;179;TXF-GVR
TIA;CGN;0;TIA-CGN
MXL;MEX;1351;MXL-MEX
HRB;JNG;882;HRB-JNG
NCE;MRS;101;NCE-MRS
SAL;ROS;3694;SAL-ROS
BRS;SZG;747;BRS-SZG
WAW;OZH;700;WAW-OZH
TXK;DFW;181;TXK-DFW
GRU;LMM;5383;GRU-LMM
KOT;AUK;42;KOT-AUK
DXB;MXP;2900;DXB-MXP
USR;YKS;448;USR-YKS
EYW;ATL;648;EYW-ATL
SJK;IPN;339;SJK-IPN
BYO;OPS;648;BYO-OPS
PHB;FEC;672;PHB-FEC
FOC;RMQ;152;FOC-RMQ
DCA;MCI;947;DCA-MCI
DEN;VVI;4777;DEN-VVI
MTY;AGU;312;MTY-AGU
TGD;FRA;734;TGD-FRA
DLC;LDS;716;DLC-LDS
VRN;CTA;589;VRN-CTA
ROS;TPA;4424;ROS-TPA
KOJ;TPE;740;KOJ-TPE
SSH;UFA;2129;SSH-UFA
DAX;PVG;843;DAX-PVG
ATQ;TAS;730;ATQ-TAS
JNG;HRB;882;JNG-HRB
BAQ;MAR;209;BAQ-MAR
LIS;PUJ;3786;LIS-PUJ
SZG;BRS;747;SZG-BRS
DKR;LFW;1403;DKR-LFW
ATL;TUP;252;ATL-TUP
MGF;TJL;190;MGF-TJL
JFK;JNB;7971;JFK-JNB
MXP;DXB;2900;MXP-DXB
YKS;USR;0;YKS-USR
OSL;PMI;1472;OSL-PMI
AFL;UMU;980;AFL-UMU
OPS;BYO;648;OPS-BYO
SJK;UMU;473;SJK-UMU
RMQ;FOC;152;RMQ-FOC
MCI;DCA;947;MCI-DCA
VVI;DEN;4777;VVI-DEN
PMW;THE;523;PMW-THE
FRU;ULN;1596;FRU-ULN
LDS;DLC;716;LDS-DLC
FSC;TLS;420;FSC-TLS
ADB;HHN;1268;ADB-HHN
TPE;KOJ;740;TPE-KOJ
UFA;SSH;2129;UFA-SSH
PVG;DAX;843;PVG-DAX
TAS;ATQ;730;TAS-ATQ
HUE;MQX;205;HUE-MQX
MAR;BAQ;209;MAR-BAQ
PUJ;LIS;3786;PUJ-LIS
MXP;RTB;5672;MXP-RTB
LFW;DKR;1403;LFW-DKR
TUP;ATL;252;TUP-ATL
TJL;MGF;190;TJL-MGF
JNB;JFK;7971;JNB-JFK
HIR;NNB;191;HIR-NNB
ORD;POS;2694;ORD-POS
PMI;OSL;1472;PMI-OSL
UMU;AFL;980;UMU-AFL
TGO;TSN;396;TGO-TSN
UMU;SJK;473;UMU-SJK
CWB;PPB;272;CWB-PPB
BRA;MVD;1718;BRA-MVD
WNN;XKS;64;WNN-XKS
THE;PMW;523;THE-PMW
ULN;FRU;1596;ULN-FRU
BCN;EMA;813;BCN-EMA
TLS;FSC;420;TLS-FSC
HHN;ADB;1268;HHN-ADB
CTU;LHW;404;CTU-LHW
JJN;PEK;1063;JJN-PEK
BPS;FOR;876;BPS-FOR
BGA;EZE;3040;BGA-EZE
MQX;HUE;205;MQX-HUE
TXF;VVI;1544;TXF-VVI
LGW;TLL;1127;LGW-TLL
IKT;TLK;3859;IKT-TLK
BYO;MOC;882;BYO-MOC
BGO;KEF;926;BGO-KEF
ALC;TFN;1133;ALC-TFN
LAX;PAP;3023;LAX-PAP
NNB;HIR;191;NNB-HIR
POS;ORD;2694;POS-ORD
MOC;PET;1166;MOC-PET
IZA;RVD;566;IZA-RVD
TSN;TGO;396;TSN-TGO
BDL;YYZ;371;BDL-YYZ
PPB;CWB;272;PPB-CWB
MVD;BRA;1718;MVD-BRA
XKS;WNN;64;XKS-WNN
GEO;GUA;2262;GEO-GUA
HGH;KUL;2233;HGH-KUL
EMA;BCN;813;EMA-BCN
IGA;NAS;370;IGA-NAS
BHH;DMM;639;BHH-DMM
LHW;CTU;404;LHW-CTU
PEK;JJN;1063;PEK-JJN
FOR;BPS;876;FOR-BPS
EZE;BGA;3040;EZE-BGA
DTW;SJU;1930;DTW-SJU
VVI;TXF;1544;VVI-TXF
TLL;LGW;1127;TLL-LGW
TLK;IKT;3859;TLK-IKT
MOC;BYO;882;MOC-BYO
KEF;BGO;926;KEF-BGO
TFN;ALC;1133;TFN-ALC
PAP;LAX;3023;PAP-LAX
MEM;TUL;341;MEM-TUL
ARX;URG;2147;ARX-URG
PET;MOC;1166;PET-MOC
RVD;IZA;566;RVD-IZA
TGD;ZAG;282;TGD-ZAG
YYZ;BDL;371;YYZ-BDL
CPH;TLN;915;CPH-TLN
FRA;SSG;3187;FRA-SSG
BCN;GRX;423;BCN-GRX
GUA;GEO;2262;GUA-GEO
KUL;HGH;2233;KUL-HGH
BER;BRN;469;BER-BRN
NAS;IGA;370;NAS-IGA
DMM;BHH;639;DMM-BHH
DUS;YYZ;3823;DUS-YYZ
ATH;ODS;680;ATH-ODS
IDA;IFP;592;IDA-IFP
CWB;SET;3739;CWB-SET
SJU;DTW;1930;SJU-DTW
LIS;VIE;1432;LIS-VIE
BRQ;SUF;707;BRQ-SUF
CAU;IPN;888;CAU-IPN
JTC;POJ;293;JTC-POJ
COR;GEL;638;COR-GEL
SGN;SVO;4799;SGN-SVO
KEF;YUL;2317;KEF-YUL
TUL;MEM;341;TUL-MEM
URG;ARX;2147;URG-ARX
CUR;IAD;1915;CUR-IAD
AQP;MIA;2956;AQP-MIA
ZAG;TGD;282;ZAG-TGD
BRO;EZE;4893;BRO-EZE
TLN;CPH;915;TLN-CPH
SSG;FRA;3187;SSG-FRA
GRX;BCN;423;GRX-BCN
HND;OKA;984;HND-OKA
CUE;PEI;575;CUE-PEI
BRN;BER;469;BRN-BER
MVD;THE;2224;MVD-THE
BRU;GPA;1209;BRU-GPA
YYZ;DUS;3823;YYZ-DUS
ODS;ATH;680;ODS-ATH
IFP;IDA;592;IFP-IDA
SET;CWB;3739;SET-CWB
BRC;BVB;3129;BRC-BVB
VIE;LIS;1432;VIE-LIS
SUF;BRQ;707;SUF-BRQ
IPN;CAU;888;IPN-CAU
POJ;JTC;293;POJ-JTC
GEL;COR;638;GEL-COR
SVO;SGN;4799;SVO-SGN
YUL;KEF;2317;YUL-KEF
AGP;OVD;473;AGP-OVD
CFE;ORY;206;CFE-ORY
IAD;CUR;1915;IAD-CUR
MIA;AQP;2956;MIA-AQP
MII;POJ;330;MII-POJ
CKS;CWB;1343;CKS-CWB
TLV;YYZ;5776;TLV-YYZ
DSM;BOG;2809;DSM-BOG
OKA;HND;984;OKA-HND
CDG;LHE;3821;CDG-LHE
FSC;MRS;239;FSC-MRS
THE;MVD;2224;THE-MVD
GPA;BRU;1209;GPA-BRU
OKJ;PVG;743;OKJ-PVG
EBL;SHJ;1015;EBL-SHJ
SZX;URC;2125;SZX-URC
BVB;BRC;3129;BVB-BRC
DXB;TBS;1280;DXB-TBS
NOJ;SLY;324;NOJ-SLY
GST;HNH;25;GST-HNH
MAH;ZAZ;303;MAH-ZAZ
BLI;SEA;95;BLI-SEA
DEB;DTM;688;DEB-DTM
OVD;AGP;473;OVD-AGP
ORY;CFE;206;ORY-CFE
IST;LYS;1244;IST-LYS
ITM;NGS;330;ITM-NGS
POJ;MII;330;POJ-MII
CWB;CKS;1343;CWB-CKS
YYZ;TLV;5776;YYZ-TLV
OTP;RMI;669;OTP-RMI
BYO;TXF;1123;BYO-TXF
LHE;CDG;3821;LHE-CDG
MRS;FSC;239;MRS-FSC
GVR;PFB;919;GVR-PFB
BQT;KGD;236;BQT-KGD
PVG;OKJ;743;PVG-OKJ
SHJ;EBL;1015;SHJ-EBL
URC;SZX;2125;URC-SZX
CTU;NGB;1044;CTU-NGB
TBS;DXB;1280;TBS-DXB
SLY;NOJ;324;SLY-NOJ
HNH;GST;25;HNH-GST
ZAZ;MAH;303;ZAZ-MAH
SEA;BLI;95;SEA-BLI
DTM;DEB;688;DTM-DEB
LGW;LXR;2465;LGW-LXR
GRU;MDZ;1491;GRU-MDZ
LYS;IST;1244;LYS-IST
NGS;ITM;330;NGS-ITM
GVA;LUX;234;GVA-LUX
MXP;WRO;532;MXP-WRO
BRQ;HER;1047;BRQ-HER
RMI;OTP;669;RMI-OTP
TXF;BYO;1123;TXF-BYO
BRC;SJP;1895;BRC-SJP
AMS;IKA;2531;AMS-IKA
PFB;GVR;919;PFB-GVR
KGD;BQT;236;KGD-BQT
PPT;TKX;372;PPT-TKX
BCN;DME;1880;BCN-DME
LAJ;OAL;1338;LAJ-OAL
NGB;CTU;1044;NGB-CTU
JJG;PMW;1271;JJG-PMW
BRA;IGU;1120;BRA-IGU
DME;LYS;1567;DME-LYS
ERF;NUE;102;ERF-NUE
BKK;DAC;963;BKK-DAC
KWL;TSN;1049;KWL-TSN
LXR;LGW;2465;LXR-LGW
MDZ;GRU;1491;MDZ-GRU
PAP;PLS;220;PAP-PLS
BOI;PTY;3248;BOI-PTY
LUX;GVA;234;LUX-GVA
WRO;MXP;532;WRO-MXP
HER;BRQ;1047;HER-BRQ
ADB;ASR;451;ADB-ASR
ADB;STR;1131;ADB-STR
SJP;BRC;1895;SJP-BRC
IKA;AMS;2531;IKA-AMS
ORD;SAT;1041;ORD-SAT
PUJ;TGU;1289;PUJ-TGU
TKX;PPT;372;TKX-PPT
DME;BCN;1880;DME-BCN
OAL;LAJ;1338;OAL-LAJ
LRM;AZS;78;LRM-AZS
PMW;JJG;1271;PMW-JJG
IGU;BRA;1120;IGU-BRA
LYS;DME;1567;LYS-DME
AKN;PCE;4898;AKN-PCE
DAC;BKK;963;DAC-BKK
TSN;KWL;1049;TSN-KWL
JED;KWI;765;JED-KWI
OAL;TBT;766;OAL-TBT
PLS;PAP;220;PLS-PAP
PTY;BOI;3248;PTY-BOI
CLT;DAY;370;CLT-DAY
AUA;UIO;1049;AUA-UIO
DOH;GRU;7363;DOH-GRU
ASR;ADB;451;ASR-ADB
STR;ADB;1131;STR-ADB
EDI;KOI;208;EDI-KOI
TSN;WEH;297;TSN-WEH
SAT;ORD;1041;SAT-ORD
TGU;PUJ;1289;TGU-PUJ
HAV;SVO;5949;HAV-SVO
CAY;STM;546;CAY-STM
ACK;PVD;78;ACK-PVD
MEA;SLZ;1375;MEA-SLZ
CAN;OVB;2691;CAN-OVB
CUN;CVJ;816;CUN-CVJ
PCE;AKN;4898;PCE-AKN
MVD;UIO;2791;MVD-UIO
ATL;BOS;946;ATL-BOS
KWI;JED;765;KWI-JED
TBT;OAL;766;TBT-OAL
MMX;VNO;476;MMX-VNO
DAY;CLT;370;DAY-CLT
UIO;AUA;1049;UIO-AUA
GRU;DOH;7363;GRU-DOH
SDJ;TPE;1456;SDJ-TPE
ORD;YYZ;437;ORD-YYZ
KOI;EDI;208;KOI-EDI
WEH;TSN;297;WEH-TSN
MGF;MVD;821;MGF-MVD
FOR;ORD;4414;FOR-ORD
SVO;HAV;5949;SVO-HAV
STM;CAY;546;STM-CAY
PVD;ACK;78;PVD-ACK
SLZ;MEA;1375;SLZ-MEA
OVB;CAN;2691;OVB-CAN
CVJ;CUN;816;CVJ-CUN
DAM;KWI;735;DAM-KWI
UIO;MVD;2791;UIO-MVD
BOS;ATL;946;BOS-ATL
ASR;VIE;1145;ASR-VIE
MDE;MTY;2117;MDE-MTY
VNO;MMX;476;VNO-MMX
MDW;SEA;1728;MDW-SEA
CHC;MEL;1499;CHC-MEL
PVH;TJL;1164;PVH-TJL
TPE;SDJ;1456;TPE-SDJ
YYZ;ORD;437;YYZ-ORD
BLL;VNO;642;BLL-VNO
AAL;PMI;1254;AAL-PMI
MVD;MGF;821;MVD-MGF
ORD;FOR;4414;ORD-FOR
KUF;VRN;1830;KUF-VRN
CLJ;MXP;721;CLJ-MXP
KIH;KSH;675;KIH-KSH
GUM;TKK;633;GUM-TKK
BGX;VAG;886;BGX-VAG
CAN;UTP;1082;CAN-UTP
KWI;DAM;735;KWI-DAM
YCF;YQJ;13;YCF-YQJ
VIE;ASR;1145;VIE-ASR
MTY;MDE;2117;MTY-MDE
MBA;LXR;2094;MBA-LXR
SEA;MDW;1728;SEA-MDW
MEL;CHC;1499;MEL-CHC
TJL;PVH;1164;TJL-PVH
ABV;NDJ;570;ABV-NDJ
VNO;BLL;642;VNO-BLL
PMI;AAL;1254;PMI-AAL
AMM;EBL;553;AMM-EBL
BSB;GUA;3587;BSB-GUA
VRN;KUF;1830;VRN-KUF
MXP;CLJ;721;MXP-CLJ
KSH;KIH;675;KSH-KIH
TKK;GUM;633;TKK-GUM
VAG;BGX;886;VAG-BGX
UTP;CAN;1082;UTP-CAN
LAJ;LDB;312;LAJ-LDB
YQJ;YCF;13;YQJ-YCF
LDB;REC;1502;LDB-REC
BSB;JJD;1033;BSB-JJD
CLJ;EIN;885;CLJ-EIN
CFU;MAD;1243;CFU-MAD
COR;PEI;2599;COR-PEI
BUD;DWC;2503;BUD-DWC
NDJ;ABV;570;NDJ-ABV
MRS;RNS;463;MRS-RNS
CAW;GEL;924;CAW-GEL
EBL;AMM;553;EBL-AMM
GUA;BSB;3587;GUA-BSB
MVD;MID;4427;MVD-MID
ORD;TOL;213;ORD-TOL
OVB;VVO;2288;OVB-VVO
EGC;LBA;632;EGC-LBA
CGN;SKP;923;CGN-SKP
BIO;TXL;983;BIO-TXL
LDB;LAJ;312;LDB-LAJ
MEX;NAS;1435;MEX-NAS
REC;LDB;1502;REC-LDB
JJD;BSB;1033;JJD-BSB
EIN;CLJ;885;EIN-CLJ
MAD;CFU;1243;MAD-CFU
PEI;COR;2599;PEI-COR
DWC;BUD;2503;DWC-BUD
ESS;FLS;10429;ESS-FLS
RNS;MRS;463;RNS-MRS
GEL;CAW;924;GEL-CAW
EZE;GDL;4810;EZE-GDL
LTX;OCC;119;LTX-OCC
DAM;FCO;1442;DAM-FCO
TOL;ORD;213;TOL-ORD
VVO;OVB;2288;VVO-OVB
LBA;EGC;632;LBA-EGC
SKP;CGN;923;SKP-CGN
TXL;BIO;983;TXL-BIO
FLL;JAX;320;FLL-JAX
NAS;MEX;1435;NAS-MEX
EWR;YTZ;336;EWR-YTZ
CVG;IAD;388;CVG-IAD
CEB;ILO;95;CEB-ILO
IST;LHE;2579;IST-LHE
SJU;REX;2124;SJU-REX
GYN;SJP;289;GYN-SJP
ADD;JED;877;ADD-JED
YCB;YRB;445;YCB-YRB
ASU;MAO;1536;ASU-MAO
GDL;EZE;4810;GDL-EZE
OCC;LTX;119;OCC-LTX
FCO;DAM;1442;FCO-DAM
COO;LFW;82;COO-LFW
KUL;SRG;927;KUL-SRG
MEM;RDU;632;MEM-RDU
CLT;PIT;366;CLT-PIT
OTZ;WTK;48;OTZ-WTK
JAX;FLL;320;JAX-FLL
SWA;XIY;903;SWA-XIY
YTZ;EWR;336;YTZ-EWR
IAD;CVG;388;IAD-CVG
ILO;CEB;95;ILO-CEB
LHE;IST;2579;LHE-IST
PWQ;TSE;250;PWQ-TSE
SJP;GYN;289;SJP-GYN
JED;ADD;877;JED-ADD
YRB;YCB;445;YRB-YCB
MAO;ASU;1536;MAO-ASU
ITM;SDJ;396;ITM-SDJ
IAD;ROS;5058;IAD-ROS
IST;SJJ;581;IST-SJJ
LFW;COO;82;LFW-COO
SRG;KUL;927;SRG-KUL
RDU;MEM;632;RDU-MEM
PIT;CLT;366;PIT-CLT
WTK;OTZ;48;WTK-OTZ
ATM;UMU;1422;ATM-UMU
XIY;SWA;903;XIY-SWA
NNG;SZX;356;NNG-SZX
BHX;CDG;302;BHX-CDG
LHE;MAN;3974;LHE-MAN
CLV;LAJ;703;CLV-LAJ
TSE;PWQ;250;TSE-PWQ
CPV;ROO;1425;CPV-ROO
FNT;MSP;489;FNT-MSP
RAO;VIX;488;RAO-VIX
GVR;PMW;731;GVR-PMW
SDJ;ITM;396;SDJ-ITM
ROS;IAD;5058;ROS-IAD
SJJ;IST;581;SJJ-IST
EMA;JER;253;EMA-JER
DUS;WRO;443;DUS-WRO
MPL;RNS;414;MPL-RNS
SJO;VER;1019;SJO-VER
LXR;MXP;1891;LXR-MXP
UMU;ATM;1422;UMU-ATM
HKG;KLO;920;HKG-KLO
SZX;NNG;356;SZX-NNG
CDG;BHX;302;CDG-BHX
MAN;LHE;3974;MAN-LHE
LAJ;CLV;703;LAJ-CLV
KIN;VER;1275;KIN-VER
ROO;CPV;1425;ROO-CPV
MSP;FNT;489;MSP-FNT
VIX;RAO;488;VIX-RAO
PMW;GVR;731;PMW-GVR
CNF;SJO;3415;CNF-SJO
SFO;STS;66;SFO-STS
JER;EMA;253;JER-EMA
WRO;DUS;443;WRO-DUS
RNS;MPL;414;RNS-MPL
PEI;SDQ;1022;PEI-SDQ
MXP;LXR;1891;MXP-LXR
SCQ;TFS;1113;SCQ-TFS
KLO;HKG;920;KLO-HKG
FOC;HKG;412;FOC-HKG
LJU;PRG;273;LJU-PRG
CUN;IST;6507;CUN-IST
CPV;PGZ;1555;CPV-PGZ
OSL;VDB;92;OSL-VDB
BZG;FRA;457;BZG-FRA
BRC;OPO;6902;BRC-OPO
DME;DWC;2281;DME-DWC
PMI;RIX;1536;PMI-RIX
SJO;CNF;3415;SJO-CNF
STS;SFO;66;STS-SFO
DME;FKB;1338;DME-FKB
DEN;PAE;1036;DEN-PAE
AMH;JIM;124;AMH-JIM
SDQ;PEI;1022;SDQ-PEI
CLO;PAP;1071;CLO-PAP
TFS;SCQ;1113;TFS-SCQ
TJM;TQL;678;TJM-TQL
HKG;FOC;412;HKG-FOC
PRG;LJU;273;PRG-LJU
IST;CUN;6507;IST-CUN
PGZ;CPV;1555;PGZ-CPV
VDB;OSL;92;VDB-OSL
FRA;BZG;457;FRA-BZG
OPO;BRC;6902;OPO-BRC
DWC;DME;2281;DWC-DME
RIX;PMI;1536;RIX-PMI
DOU;RAO;465;DOU-RAO
BYO;UMU;268;BYO-UMU
FKB;DME;1338;FKB-DME
PAE;DEN;1036;PAE-DEN
JIM;AMH;124;JIM-AMH
CTS;MMJ;499;CTS-MMJ
PAP;CLO;1071;PAP-CLO
SXM;YUL;1987;SXM-YUL
TQL;TJM;678;TQL-TJM
PVG;RMQ;481;PVG-RMQ
LGW;NOC;410;LGW-NOC
HET;URC;1307;HET-URC
AMS;PRG;438;AMS-PRG
AMD;KWI;1586;AMD-KWI
GIG;HAV;4106;GIG-HAV
GRZ;SSH;1665;GRZ-SSH
KJI;URC;4856;KJI-URC
CAW;VDC;473;CAW-VDC
RAO;DOU;465;RAO-DOU
UMU;BYO;268;UMU-BYO
NBE;SXF;1134;NBE-SXF
GPT;PIE;421;GPT-PIE
GYN;TOW;627;GYN-TOW
MMJ;CTS;499;MMJ-CTS
CTU;JIU;714;CTU-JIU
YUL;SXM;1987;YUL-SXM
ARX;CGH;1443;ARX-CGH
RMQ;PVG;481;RMQ-PVG
NOC;LGW;410;NOC-LGW
URC;HET;1307;URC-HET
PRG;AMS;438;PRG-AMS
KWI;AMD;1586;KWI-AMD
HAV;GIG;4106;HAV-GIG
JED;NRT;5962;JED-NRT
URC;KJI;4856;URC-KJI
VDC;CAW;473;VDC-CAW
IFN;KIH;443;IFN-KIH
HKN;LAE;249;HKN-LAE
SXF;NBE;1134;SXF-NBE
PIE;GPT;421;PIE-GPT
TOW;GYN;627;TOW-GYN
FLL;TXF;4044;FLL-TXF
JIU;CTU;714;JIU-CTU
GNB;KTW;728;GNB-KTW
CGH;ARX;1443;CGH-ARX
BGY;LBA;759;BGY-LBA
ODS;WAW;589;ODS-WAW
KMG;URC;1563;KMG-URC
LIS;SVQ;200;LIS-SVQ
BRU;LBA;331;BRU-LBA
NRT;JED;5962;NRT-JED
ASW;CAI;435;ASW-CAI
SAW;SKP;404;SAW-SKP
KIH;IFN;443;KIH-IFN
LAE;HKN;249;LAE-HKN
CSX;YNT;808;CSX-YNT
BOM;KUL;2240;BOM-KUL
CTU;TYN;749;CTU-TYN
TXF;FLL;4044;TXF-FLL
DLC;HLD;712;DLC-HLD
KTW;GNB;728;KTW-GNB
MVD;NVT;702;MVD-NVT
LBA;BGY;759;LBA-BGY
WAW;ODS;589;WAW-ODS
URC;KMG;1563;URC-KMG
SVQ;LIS;200;SVQ-LIS
LBA;BRU;331;LBA-BRU
DSA;POZ;744;DSA-POZ
CAI;ASW;435;CAI-ASW
SKP;SAW;404;SKP-SAW
EZE;FLL;4432;EZE-FLL
CKG;CNX;895;CKG-CNX
YNT;CSX;808;YNT-CSX
KUL;BOM;2240;KUL-BOM
TYN;CTU;749;TYN-CTU
TCG;URC;278;TCG-URC
HLD;DLC;712;HLD-DLC
AJU;CWB;1279;AJU-CWB
NVT;MVD;702;NVT-MVD
CMI;DFW;692;CMI-DFW
BOO;SVJ;68;BOO-SVJ
CTS;SIN;3688;CTS-SIN
AGP;XCR;944;AGP-XCR
POZ;DSA;744;POZ-DSA
BVB;GPB;2045;BVB-GPB
FEN;GIG;1496;FEN-GIG
FLL;EZE;4432;FLL-EZE
CNX;CKG;895;CNX-CKG
LTN;SSH;2435;LTN-SSH
KMG;SYM;186;KMG-SYM
FSM;MEM;249;FSM-MEM
URC;TCG;0;URC-TCG
BRA;VCP;768;BRA-VCP
CWB;AJU;1279;CWB-AJU
BVH;GYN;776;BVH-GYN
DFW;CMI;692;DFW-CMI
SVJ;BOO;68;SVJ-BOO
SIN;CTS;3688;SIN-CTS
XCR;AGP;944;XCR-AGP
IOS;NVT;1038;IOS-NVT
GPB;BVB;2045;GPB-BVB
GIG;FEN;1496;GIG-FEN
MSL;TUP;74;MSL-TUP
LBV;POG;50;LBV-POG
SSH;LTN;2435;SSH-LTN
SYM;KMG;186;SYM-KMG
MEM;FSM;249;MEM-FSM
AFL;FLN;1325;AFL-FLN
VCP;BRA;768;VCP-BRA
BLL;BUR;386;BLL-BUR
GYN;BVH;776;GYN-BVH
PDX;YYC;548;PDX-YYC
LAD;MAD;3571;LAD-MAD
DAD;PXU;143;DAD-PXU
MDE;TAP;1296;MDE-TAP
